DNI#INT,Nombre#STRING,CUI#INT,Escuela#STRING
38339345,"Feijoo Castell Concha Rael",20170126,Literatura y Lingüística
45225814,"Gonzalez Escobar Ágatha Paola",20246700,Ingeniería Electrónica
93394506,"Guardado Romero Theodoro Fernando",20224076,Química
67498764,"Armengol Puente Urbano Pancho",20242084,Administración
32746820,"Calderón Mota Toño Marta",20182533,Ingeniería de Sistemas
28580756,"Moreno Ponce José Alberto",20184372,Derecho
89285464,"Nuñez Velázquez Abril Juan",20240534,Medicina Humana
15581538,"García Gomez Edier Bernardo",20208178,Ingeniería Mecánica
40215235,"Parra Tamez Ryan Martín",20189790,Ingeniería Industrial
65844328,"Arenas Crespo Galo Davi Lucca",20227513,Ingeniería Civil
66467902,"López Lerma Anita Clarice",20214150,Farmacia y Bioquímica
40792202,"Castañeda Ríos María Dom",20174557,Educación Secundaria - Matemática y Física
60070828,"Alberto Pérez Caridad Diego",20235917,Ingeniería Ambiental
22326534,"Martin Mendonça Guadalupe Felipe",20211311,Sociología
93120034,"Orozco Figueroa Ana Liz Juan Ignacio",20253976,Ingeniería Eléctrica
85350695,"Perez Moreno Socorro Filomena",20228177,Educación Inicial
32812953,"Delgado Caicedo Vanesa Mateo",20194504,Ingeniería Electrónica
13026966,"Camargo Nuñez Eder Raquel",20249922,Literatura y Lingüística
12846338,"Mendez González Benjamin Guadalupe",20258647,Biología
44585995,"Morales Lerma Eugenia Noé",20201028,Comunicación Social
55746817,"Alves Trejo Roberto Lázaro",20203274,Economía
54348782,"Aragão Falcón Giuliana Zacarías",20190279,Biología
37496660,"Rodriguez Arcos Celia Benjamin",20198882,Literatura y Lingüística
44341591,"Duarte Fernandes Hernando Alícia",20245451,Ingeniería Eléctrica
14472831,"Prats Vásquez Carlota Fredy",20191174,Enfermería
85479757,"Rodriguez Farias Gerónimo Pietra",20200998,Ingeniería Mecánica
50580935,"Toro Arias María Fernanda Helena",20245940,Derecho
60676777,"Plaza Rojas Emanuelly Miguel",20246887,Ingeniería Geológica
34991025,"Rodríguez Baena Elvira Paulina",20254696,Educación Primaria
51018544,"Bolaños Fernandez Israel Nina",20200215,Sociología
75066428,"Maya Duarte Nelly Agustina",20172053,Ingeniería Ambiental
31527273,"Arriaga Miranda Amada Isaac",20259038,Literatura y Lingüística
32283960,"Flores Vélez Tadeo Bautista Benjamin",20178449,Ingeniería Ambiental
90511518,"Lamas Bustos Stella Ana",20191190,Ingeniería Industrial
96592836,"Zapata Llorens Francisca Arthur Miguel",20238219,Educación Inicial
54377315,"Novais Alvarez Ruby Fabio",20182715,Administración
92618623,"Alarcón Vega Amanda Clara",20202335,Arquitectura
66107615,"Medina Osuna Pietro Fernanda",20221216,Enfermería
29524672,"Barrera Novaes Enzo Nelly",20179199,Ingeniería de Sistemas
44037213,"Alvarez Álvarez Georgina Mabel",20219266,Economía
73213143,"Martinez Corral Lola Nubia",20170772,Psicología
71554356,"Andres Bohórquez Dalia Augusto",20221965,Educación Secundaria - Matemática y Física
93069156,"da Cruz Peral Lautaro Ezequiel Bernarda",20208539,Farmacia y Bioquímica
74471912,"Romero Sánchez Alexia Cándida",20253714,Educación Secundaria - Matemática y Física
80505177,"Acosta Silveira Alejandra Beatriz",20195168,Ingeniería de Sistemas
80767115,"Aragão Tamez Azahar Lola",20226722,Odontología
11489706,"Peiró Costela Fernanda Otto",20259503,Matemáticas
10071382,"Monroy Moya Encarnación Amarilis",20199957,Física
40479422,"Melo Cardoso Valentim Valentin",20183457,Derecho
95503122,"Costa Iñiguez Jesús Maria Sophia",20254411,Enfermería
38822552,"Amador Giraldo Ernesto Carlos Eduardo",20195676,Medicina Humana
72502101,"Chico Maza Lorena Baltasar",20249558,Educación Secundaria - Matemática y Física
63364940,"Torres Jurado Sofia Belen Pilar",20251573,Ingeniería Mecánica
69026713,"Pinto Nascimento Javier Guillermina",20253281,Matemáticas
52422450,"Ureña Barrientos Lara Isaac",20240587,Administración
40353707,"Perez de la Rosa Lorenzo Isaac",20251285,Ingeniería Mecánica
41842602,"Ibáñez Fernandez Thiago Ezequiel Pedro",20222351,Farmacia y Bioquímica
51739807,"Dominguez Rivero Andrea Davi Miguel",20250474,Enfermería
32880758,"Bravo Sierra Ramiro Wilson",20229119,Comunicación Social
60558734,"Baena Porto Angelina Patricia",20171222,Ingeniería Ambiental
19074511,"Salamanca Barrera Fermín Maria Emilia",20180617,Educación Inicial
44634715,"Palacios Díaz Fredy Modesto",20240426,Historia
68657656,"Salas Cardoso Beatriz Amparo",20248879,Ingeniería Eléctrica
90473435,"Cardona Luevano Nohora Cayetano",20229164,Ingeniería Eléctrica
28325481,"Solorzano Gomez Sergio Théo",20194225,Comunicación Social
44956341,"Gonzalez Peña Luiz Otávio Ayla",20212260,Física
46174437,"Nicolás Ramos Bernardo Coral",20249487,Arquitectura
70965243,"Valdés Velazquez Soraya Ángela",20256807,Economía
83724162,"Vanegas Delgadillo Isabela Edison",20185063,Farmacia y Bioquímica
29847759,"Sosa Piña Amador Thiago",20248042,Trabajo Social
80973545,"Segura da Luz María Guilherme",20174674,Derecho
57859044,"Zepeda Razo Mateo Benjamin Luis",20254637,Economía
20758934,"Díaz Carvajal Alonso Simon",20178797,Educación Primaria
17018534,"Pintor Vasconcelos Liam Nina",20249993,Física
27911986,"Ariza Aparecida Juanita Valentim",20192102,Ingeniería Civil
86655013,"Lobato Novais Dario Renata",20202147,Trabajo Social
16035319,"Rosero Martinez Isadora Wilson",20258707,Ingeniería de Sistemas
63020461,"Chavarría Fiol Ana Fernando",20200124,Arquitectura
53143282,"Villalonga Pimenta Mateo Ezequiel Amancio",20192721,Enfermería
83995834,"Soria da Luz Victoriano Luciana",20174148,Contabilidad
65358237,"Herrera Escobedo Desiderio Wilber",20189770,Matemáticas
12993046,"Torrijos Estrada Ana Isabel",20176414,Ingeniería Mecánica
80997768,"Farias Martinez María Virginia",20222901,Ingeniería Electrónica
18040692,"Rolón Sevilla Humberto Léo",20239223,Arquitectura
23866365,"Gonzalez Granados Maria Emilia Alberto",20239317,Ingeniería Industrial
82213694,"Rolón Romo Hernán Florencia",20221828,Sociología
63489685,"Molina Lima Juana Blas",20190019,Enfermería
55940622,"Véliz Guerrero Guillermo María",20215989,Sociología
33685917,"Medina Márquez Júlia Facundo",20196028,Ingeniería Industrial
35462218,"Ballesteros Posada Gastón Thales",20213069,Administración
24183670,"Teixeira Gonçalves Camilo Andrea",20184534,Comunicación Social
73955211,"Aguirre Soria Isabel Francisco",20231505,Psicología
85857265,"Frías Espitia Julia Luiz Miguel",20207701,Literatura y Lingüística
28342978,"Moreira Mayol Lucas Ignacio",20193702,Ingeniería de Sistemas
61000564,"Piñol Osorio Rebeca Eloy",20250622,Comunicación Social
66644002,"Bravo da Rosa Luis Santino",20224670,Ingeniería de Sistemas
78509278,"Muñoz Rodriguez Teobaldo Ravy",20251238,Sociología
90029431,"Camargo Rivero Mateo Alma",20257217,Ingeniería de Sistemas
41205254,"Bañuelos Manuel Ildefonso Maria Júlia",20196607,Ingeniería Geológica
57554124,"Cárdenas Martínez Tiziano Paulino",20173567,Ingeniería Geológica
83391276,"Carrión Rios Milo Marina",20177545,Derecho
51297182,"Suárez Colunga João Pedro Ciro",20180651,Química
98109469,"Gonzalez Carvajal Ángela Daniela",20197049,Ingeniería Eléctrica
49368528,"Araújo Casa Grande Shirley Julian",20195044,Ingeniería Mecánica
42236425,"da Luz Galván Claudia Ravy",20200968,Literatura y Lingüística
18296693,"Lopez Ortega Camila Francisco",20198368,Farmacia y Bioquímica
93705179,"Almanza Pizarro Mauricio Raquel",20178905,Física
15196879,"Esteban Barros Emanuel Davi Lucas",20259819,Educación Primaria
28942326,"Gonzalez Perea Dolores Yuridia",20237708,Ingeniería Eléctrica
74716137,"Nunes Gomes Esther Esperanza",20234048,Medicina Humana
53446227,"Perales Moraes Luis Ángel Esteban",20193153,Comunicación Social
32521557,"Anguita Díaz Antony Artemio",20235093,Educación Primaria
84971852,"Quintero Murillo Iván Anthony",20182108,Medicina Humana
68850835,"Castro Moura Mariane Mia",20179668,Odontología
99865185,"Anguiano Abreu Fidel Aylla",20181060,Medicina Humana
66670678,"Covarrubias Vergara Juan Homero",20247868,Odontología
44938210,"Peixoto Sánchez Araceli Hernán",20228025,Arquitectura
92027933,"Carreón Pineda Miguel Sonia",20252720,Matemáticas
46536748,"Sainz Lopez Laura María Eugenia",20228395,Ingeniería Industrial
48034368,"Cuellar Freitas Magda Thiago Benjamin",20210782,Economía
59555842,"Hernández Rojas Luisana Gabrielly",20203928,Ingeniería Industrial
80264130,"Pelayo da Cruz Apollo Catalina",20248540,Derecho
35398955,"Ramos Vera Trinidad Pánfilo",20246121,Psicología
17892255,"Martin Cirino Betty Luis",20191449,Biología
76522385,"Zúñiga Blanco Margarita Flavio",20238496,Ingeniería Electrónica
57743000,"Gutiérrez Araújo Jairo Leocadia",20198225,Psicología
19659237,"Loera Benitez Esther Ana Julia",20243297,Educación Secundaria - Matemática y Física
26328559,"Souza González Mario Tiziano Valentin",20210321,Comunicación Social
96839664,"Morales Angulo Luiz Otávio Rafael",20223156,Ingeniería Mecánica
39570065,"Daza Lozano Francisco Francisco",20195450,Educación Secundaria - Matemática y Física
68831555,"Ospina Osorio Patricia Yeni",20249877,Arquitectura
57507420,"Muñoz Barros Jeisson João Gabriel",20219700,Contabilidad
30215253,"Carvalho Sierra Julieta Eliana",20220205,Biología
84840081,"Piñol de la Crúz Mateo Maria Sophia",20196048,Matemáticas
38795760,"Antón Arevalo Emanuelly Maria Helena",20227815,Historia
65051886,"Nieto da Costa Joaquin Nicolas",20245216,Ingeniería Electrónica
63493171,"da Costa Martinez Juan Ignacio Valentina",20258524,Ingeniería Mecánica
71177676,"Miranda Cardozo Camilo Elvira",20240326,Literatura y Lingüística
57047695,"Barrera Anguiano Pascuala Aurora",20188235,Psicología
24005559,"Morera Pires Nina Marcos Vinicius",20193971,Ingeniería Mecánica
38459377,"Perez Ulibarri Josefa Esmeralda",20176818,Farmacia y Bioquímica
89506715,"Garcia Bedoya Luiz Miguel Camila",20251617,Odontología
58700247,"Correa Criado Espartaco Francisco",20211744,Física
29447436,"Peralta Ramos Elvia João Miguel",20233716,Ingeniería Eléctrica
63194411,"Aguirre López Tiziano Ignacia",20237498,Ingeniería Mecánica
71680865,"Pereira Guerrero Liliana Mary",20252968,Educación Secundaria - Matemática y Física
51244696,"Arango Ribeiro Azucena Heraclio",20218145,Economía
60424081,"Ruiz Rodríguez María Marco",20236156,Ingeniería Electrónica
67726147,"Jimínez Castro María Federico",20236471,Odontología
20612407,"Vera Segovia Félix Pilar",20232394,Administración
47335374,"Gomez Soto Leandro Esmeralda",20208184,Educación Primaria
73694192,"Perez Arévalo Pedro Lucas Gabriel",20230571,Contabilidad
74407431,"Carrizo Gonzalez Felipe Patricio",20237573,Matemáticas
32841817,"Acosta Gomez Flavio Ramiro",20225816,Comunicación Social
46794567,"Flores Henao Pastora Patricia",20202576,Medicina Humana
47876018,"Blanco Ríos Alícia Elisa",20175931,Ingeniería Electrónica
88765723,"Castillo Campo Guadalupe Ana Luisa",20219938,Ingeniería Civil
58336693,"Ojeda Rangel Juan Manuel Martín",20204849,Arquitectura
87061096,"Aranda Vasconcelos Olivia Lívia",20245505,Trabajo Social
55440088,"Bustos Ribeiro Ryan Eduarda",20197791,Ingeniería Eléctrica
56379169,"Negrete Pascual Brígida Fernanda",20252295,Psicología
98734597,"Ruiz Castro Ignacio Santino",20204342,Comunicación Social
98175395,"Pinto Muñoz Uma  Helena",20238517,Literatura y Lingüística
81681029,"Duarte Carbó Oliver Segismundo",20188801,Derecho
58421682,"das Neves Verdú Iker Alejandra",20181815,Biología
54258505,"Huerta Pou Bianca Gonzalo",20230172,Enfermería
26977264,"Moura Páez Luz Delia",20215251,Ingeniería Ambiental
43821271,"Manrique Vera Mercedes Hernando",20172495,Educación Inicial
15309443,"Arango Fuentes Lucas Luana",20186159,Ingeniería Industrial
91693168,"Cabrera Carretero Tania Sofía",20216567,Educación Primaria
95010980,"Escobar Gomez Camila Thiago Leonel",20191076,Ingeniería Mecánica
41776228,"Paz Gomis Jose Luis Sabina",20184724,Física
25219075,"Lopez Miramontes Liam Iván",20225988,Química
69940904,"Montemayor Molina Yaiza Luis Manuel",20259241,Enfermería
10670875,"Vargas Acevedo Thiago Inés",20212895,Matemáticas
13284421,"Nazario Alvarez Rodolfo Dora",20255070,Medicina Humana
31729856,"Pires Sanchez Francisco Pedro",20195264,Educación Secundaria - Matemática y Física
51414507,"Zambrano Marín Mateo Felicitas",20178518,Educación Primaria
35043079,"Narváez Tomé Anthony Gabriel Olga",20175782,Economía
27939997,"Acosta Samaniego Irene Emelina",20259523,Administración
83552180,"Valladares Abad Olivia Antonella",20202032,Administración
72076470,"Moya Carbajal Julia Juan",20259366,Ingeniería de Sistemas
50449598,"Solano Meraz Francesco Cayetana",20218830,Administración
44852137,"Albuquerque Perez Wálter Edward",20210176,Contabilidad
84317462,"Diaz Varela Amparo Luz Milagros",20256077,Economía
55986337,"Campos Vargas Maitê Vinicius",20216149,Educación Secundaria - Matemática y Física
86301723,"Codina González Ramiro Diogo",20222535,Educación Inicial
77908961,"Navarro Bernal Alexander Homero",20232494,Derecho
52562233,"Arias Rodriguez Gabriel María",20174236,Educación Inicial
85717143,"Hernández Cáceres Sabina Alfredo",20190557,Ingeniería Mecánica
13809643,"Camargo Rojas Amanda Débora",20228547,Biología
69735759,"Cardoso Gonzalez Bella Valentina",20251564,Ingeniería Electrónica
12075473,"Hidalgo Garcia Bernardo Teresa",20217815,Arquitectura
39221037,"García da Cunha Camila Enrique",20179244,Historia
95175214,"Rivera Villa Serafina Alexandra",20243430,Contabilidad
88298808,"Garcia Torres Jesusa Mia Morena",20244789,Arquitectura
89181321,"Ibarra Rojas Ofelia Cruz",20235208,Psicología
29672088,"Velásquez Calderón Julieta Cruz",20229860,Odontología
31550409,"Diaz da Luz Lautaro Benjamin Felicidad",20246339,Economía
40921735,"Fonseca Diaz Clara Julio César",20216380,Ingeniería de Sistemas
77690521,"Melo Garcia Caleb Espartaco",20215670,Educación Secundaria - Matemática y Física
87722805,"Bonilla da Costa Isabel Luz Milagros",20199029,Ingeniería Ambiental
17137430,"Rodriguez Lozada Evangelina José Ángel",20220261,Literatura y Lingüística
79430441,"Almeida Durán Bianca Marcela",20249271,Ingeniería Eléctrica
33108038,"Gámez Solorio Isabel Alma",20182901,Educación Inicial
49079002,"Mora Rojo Socorro Margarita",20207499,Ingeniería Electrónica
72154349,"Vieira Sampaio Santino Gerardo",20252236,Psicología
32431436,"Morales Contreras Isabela David",20220927,Literatura y Lingüística
68869602,"Alarcón Lemus Victoria Abilio",20180337,Ingeniería Industrial
49110493,"Pérez Medina Nidia Juana",20239220,Historia
23755012,"Altamirano Cánovas Benício Carlos",20181385,Derecho
19869414,"Rodrigues Serrato Edwin Dalia",20218653,Odontología
73034857,"Siqueira Moreno Vinícius Alexandre",20241420,Ingeniería Ambiental
20865262,"Gomez Sánchez Maya Rhavi",20214357,Educación Inicial
32056271,"Castro Sánchez Mariana Carlos",20258547,Ingeniería Electrónica
47172602,"Ortuño Ocaña Daniel Dafne",20259280,Enfermería
78051742,"Diaz Montoya Martina Karina",20242945,Ingeniería Industrial
44715037,"Mateos Romero Fausto Margarita",20246559,Ingeniería de Sistemas
49896856,"Castro Peña Federico Faustino",20239040,Ingeniería de Sistemas
11224348,"Seco Ospina Evelio Leonor",20181838,Comunicación Social
41158726,"Castro Meza Javi Kamilly",20222121,Psicología
36714489,"Niño González Ignacia Leandra",20252291,Matemáticas
26796985,"Vargas Barba Sosimo Thiago",20211658,Biología
69933376,"Giraldo Pabón Bruna Victoria",20242850,Contabilidad
82809919,"Mendoza Duarte Calista Ignacio",20242278,Ingeniería Electrónica
16530982,"Huertas Alvarez Luna Carlos",20236913,Odontología
69957115,"Alvarez Quiroga Alberto Dolores",20176904,Trabajo Social
75479871,"Souza Bolívar Ana Laura Juan Martin",20224522,Ingeniería de Sistemas
80815693,"Anaya Hernández Beatriz Davi Miguel",20186258,Ingeniería Eléctrica
94297075,"Vélez Romero Isabel Antonia",20221676,Educación Inicial
15459757,"Bonilla Pla Pedro Henrique Benigno",20228737,Educación Inicial
57678635,"Paz Girón Marcela Aurora",20241296,Ingeniería Industrial
41432617,"Villaverde Arango Benjamin Valerio",20197077,Administración
75025784,"Zorrilla Acevedo Aránzazu Nadia",20214575,Contabilidad
85770960,"Fernandez Meléndez Josefina Enzo Gabriel",20186843,Ingeniería Ambiental
86052370,"Hernández Gutiérrez Gustavo Estela",20184645,Enfermería
56901330,"Bauzà Martínez Pablo Wilfrido",20175084,Historia
89359035,"Silveira Henao Candelaria Joaquín",20231297,Ingeniería de Sistemas
96177199,"Huertas Cobo Mauro Guillermina",20241633,Ingeniería Ambiental
26518406,"Hernández Romero Lautaro Ezequiel Alirio",20230947,Química
34529942,"Garcia Otero Edwin Luana",20259794,Arquitectura
64294768,"Ramos Campos Baudelio Daniela",20201903,Arquitectura
83690319,"Godoy Mendoza Valentin Bautista",20181972,Administración
78087785,"Véliz Rodríguez Alice Diana",20231111,Ingeniería Geológica
83929513,"Becerra Medina Cruz Édgar",20227947,Psicología
87585474,"Ruiz Moya Fabricio Ximena",20243635,Derecho
67998044,"Casares Ferreyra Esteban Héctor",20249504,Matemáticas
51162868,"Pereyra Gimeno Itzel Felipe",20226292,Odontología
74818266,"Arranz Echevarría Julian Davi Luiz",20205524,Ingeniería de Sistemas
10098204,"Otero Arana Olivia Alfonso",20212169,Ingeniería Ambiental
73645338,"Velazquez Porras Beatriz Franco",20246932,Ingeniería Mecánica
95010000,"Carrero Perez Samuel Ian Ezequiel",20256909,Sociología
69904234,"Gil Rios Lina Ainoa",20245106,Sociología
